subject,7-up,7-down,GAD-7,BIS,BAS,SHAPS,PSWQ,Acc,Pts,WS,LS,Pers,beta,eta_p,eta_n,kappa,gad7_q01,gad7_q02,gad7_q03,gad7_q04,gad7_q05,gad7_q06,gad7_q07,gad7_q08,gad7_rt,7u7d_q01,7u7d_q02,7u7d_q03,7u7d_q04,7u7d_q05,7u7d_q06,7u7d_q07,7u7d_q08,7u7d_q09,7u7d_q10,7u7d_q11,7u7d_q12,7u7d_q13,7u7d_q14,7u7d_q15,7u7d_rt,bisbas_q01,bisbas_q02,bisbas_q03,bisbas_q04,bisbas_q05,bisbas_q06,bisbas_q07,bisbas_q08,bisbas_q09,bisbas_q10,bisbas_q11,bisbas_q12,bisbas_q13,bisbas_rt,pswq_q01,pswq_q02,pswq_q03,pswq_rt,shaps_q01,shaps_q02,shaps_q03,shaps_q04,shaps_q05,shaps_q06,shaps_q07,shaps_q08,shaps_q09,shaps_q10,shaps_q11,shaps_q12,shaps_q13,shaps_q14,shaps_q15,shaps_rt
s00v1x1d54te4umlyvvwaic6,1,0,0,7,9,0,3,0.6333333333333333,51.0,0.98,0.6923076923076923,0.24,11.57045,0.3074135,0.5247145,-0.2611389113213351,0,0,0,0,0,0,0,0,12.942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.593,2,2,1,2,1,1,1,1,1,1,1,2,3,44.303,1,1,1,9.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38.783
s6dmy269v6v8tq2sxx6ijbsi,6,3,3,8,14,11,6,0.6333333333333333,55.0,1.0,1.0,0.16,10.7053,0.7797305000000001,0.982199,-0.1149129406142526,1,0,0,0,1,1,0,0,36.278,1,0,1,1,1,0,0,1,1,0,1,0,2,0,0,103.055,2,3,2,1,2,1,2,2,2,2,1,2,3,64.574,1,2,3,15.759,0,1,1,0,0,1,0,0,2,0,1,2,2,1,3,48.282
s6skqzwsxbnuallv93zxt728,14,9,13,9,17,18,9,0.3333333333333333,44.0,0.0909090909090909,0.9777777777777776,0.36,0.483359,0.233816,0.215328,0.0411627451329641,0,2,1,3,2,2,3,2,20.656,1,1,3,2,2,2,1,2,0,3,1,2,3,0,3,19.125,3,2,3,1,2,2,2,1,1,4,3,2,2,56.807,3,2,4,17.674,0,1,1,1,3,1,1,0,1,1,2,1,3,2,3,21.127
s8xztpmugvi5i1hiiy0caf1l,1,15,18,4,15,15,12,0.6444444444444445,58.0,1.0,0.53125,0.2666666666666666,9.090795,0.6269155,0.468914,0.1441843826982208,3,3,3,3,2,2,2,0,68.038,0,2,0,0,3,0,1,0,2,2,2,3,0,1,0,233.135,1,1,1,1,1,1,1,2,2,3,2,3,3,80.724,4,4,4,9.832,2,1,1,0,1,1,1,1,0,1,2,1,2,1,3,78.326
scx3y6124yw45ct8lh80lxdm,1,6,1,5,18,14,6,0.4777777777777778,52.0,0.8823529411764706,0.4736842105263158,0.36,2.3104750000000003,0.9651025,0.935712,0.015462055871312,0,0,0,0,0,1,0,0,21.418,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,61.504,1,2,1,1,2,2,1,2,3,3,2,3,3,47.664,2,2,2,10.53,0,1,1,0,2,2,1,1,0,1,2,1,1,1,3,46.883
se99pdkqoizyh6c8lmlc05n3,0,7,2,9,23,14,5,0.3555555555555555,42.0,1.0,0.4166666666666666,0.2133333333333333,10.79645,0.6543405,0.652142,0.0016827626853019,1,0,0,0,0,0,1,0,39.682,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,62.449,2,3,2,2,3,2,2,3,3,3,3,4,3,42.792,2,1,2,10.178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,49.019
sfcoka8iitssmd15lnc8mb23,2,9,5,5,13,3,10,0.6,50.0,0.8163265306122449,0.85,0.2133333333333333,5.05565,0.2709205,0.970925,-0.5636808282511794,2,1,1,0,0,1,0,0,20.286,0,2,0,0,2,0,1,1,1,1,1,1,0,1,0,66.275,1,1,2,1,1,1,1,2,2,2,2,2,3,47.571,3,4,3,8.162,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,32.343
siqr7b26o4dl4t1qe59wdsyk,2,15,5,6,19,17,7,0.4111111111111111,37.0,0.7027027027027027,0.9230769230769232,0.3333333333333333,2.2530900000000003,0.4545785,0.944753,-0.3502919072428513,1,1,1,1,0,0,1,0,32.185,0,2,1,0,2,0,0,1,2,2,3,2,0,2,0,135.725,1,3,1,1,2,2,1,3,3,2,2,4,3,106.251,3,2,2,17.209,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,74.75
swq3fvf9fr79ha3hyl3pseuu,3,12,10,9,20,19,5,0.4444444444444444,40.0,0.4871794871794871,0.92,0.3066666666666666,7.03383,0.1424415,0.8019435,-0.6983401896472308,1,1,2,2,1,1,2,0,38.359,0,1,1,0,2,0,1,0,2,2,1,2,1,2,0,137.056,2,3,2,2,2,2,2,2,3,3,3,3,2,59.683,2,2,1,11.867,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,78.741
sxgwt55mbktag0euyj5ck394,2,8,21,4,14,14,9,0.7666666666666667,66.0,0.9545454545454546,0.3478260869565217,0.24,7.55988,0.316168,0.651063,-0.3462409703576498,3,3,3,3,3,3,3,0,17.25,0,1,1,0,2,1,0,0,1,1,2,1,0,0,0,76.412,1,1,1,1,1,1,2,2,2,2,2,2,3,20.857,3,3,3,4.604,1,0,0,0,1,2,1,2,1,1,1,1,1,2,3,41.651
szygpouygrmb7vi2zvcsi7kj,1,15,8,5,27,12,12,0.6222222222222222,49.0,0.979591836734694,0.5,0.2,8.52429,0.390544,0.807059,-0.3477905449468647,3,2,3,0,0,0,0,0,23.491,0,2,0,0,2,0,1,0,3,2,2,2,0,2,0,83.292,1,1,2,1,4,2,2,3,4,4,4,4,3,58.923,4,4,4,8.322,0,1,1,3,0,1,0,1,0,0,1,1,1,2,2,65.72
t1yzez4ovd27jbq0hyrpx1lm,6,6,3,8,21,8,1,0.5444444444444444,53.0,0.9056603773584906,1.0,0.24,3.526835,0.833599,0.9806425,-0.0810495736096875,1,0,0,1,0,1,0,0,30.868,1,0,2,0,2,0,2,1,1,0,1,2,0,0,0,111.808,2,3,1,2,3,1,1,2,4,4,4,2,3,83.284,0,0,1,11.366,0,0,0,0,0,2,1,1,3,0,0,0,1,0,3,61.778
t76x8ndbtxbx72lsb8ngqv1z,5,6,3,10,15,9,3,0.6222222222222222,54.0,1.0,0.5833333333333333,0.2,10.2615,0.7870835,0.978436,-0.1083831132989468,0,0,0,1,1,1,0,0,20.66,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,66.386,3,3,2,2,2,2,1,2,2,2,2,2,3,49.359,1,1,1,8.623,1,0,1,0,0,1,0,0,1,1,1,1,1,1,3,42.625
t9d9ki02qf20po7hnalni8bs,6,0,0,8,8,1,2,0.7333333333333333,59.0,1.0,0.3548387096774194,0.2133333333333333,8.293285000000001,0.8591264999999999,0.2922845,0.4923020537410185,0,0,0,0,0,0,0,0,17.333,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,85.254,2,2,2,2,1,1,1,1,1,1,1,1,3,29.528,1,1,0,8.682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,44.89
tblx1m7ct4qr442pn677n41o,3,15,14,4,16,15,12,0.5555555555555556,50.0,1.0,0.8,0.2266666666666666,10.27785,0.7953669999999999,0.9500455,-0.0886200253521732,2,2,3,2,1,2,2,0,22.035,0,2,0,1,3,0,0,0,2,2,2,2,2,2,0,67.141,1,1,1,1,2,2,1,2,2,2,2,3,3,35.944,4,4,4,7.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,32.428
tcbpf1kmvs92g8t2x5iowvqs,7,11,4,12,22,21,5,0.3444444444444444,43.0,0.3095238095238095,0.7234042553191489,0.3866666666666666,2.29989,0.0571898,0.3860575,-0.7419508251939718,2,0,1,0,1,0,0,1,36.273,1,2,1,1,2,1,1,0,2,1,1,2,2,1,0,18.187,2,3,3,4,3,2,3,3,2,2,3,4,0,16.751,2,2,1,5.446,1,2,2,2,1,2,2,1,1,2,1,2,1,1,3,53.648
tgt0ui62axqihws96b9rp7q7,6,6,7,6,17,6,6,0.6222222222222222,53.0,0.981132075471698,0.8055555555555556,0.28,7.53601,0.7381965,0.9042705,-0.1011125337678017,1,2,1,0,1,1,1,0,32.14,1,0,2,2,1,0,0,1,2,1,0,1,0,1,0,127.078,1,2,2,1,2,1,3,2,3,1,2,3,3,64.069,2,2,2,10.63,0,0,1,0,0,0,1,0,0,0,0,0,2,2,3,59.409
th2b9q0wuq3762odsxe9y0kh,0,2,1,6,17,0,4,0.7888888888888889,63.0,1.0,0.4444444444444444,0.1866666666666666,8.318275,0.7483905,0.6059675,0.1051590495275252,0,0,0,0,0,0,1,0,33.345,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,52.907,1,2,2,1,2,1,1,2,3,2,3,3,3,31.776,2,1,1,6.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57.879
tlw8dxp34gf5zt4nfb7yftnf,3,7,1,4,15,3,8,0.6111111111111112,53.0,0.9433962264150944,0.9444444444444444,0.2133333333333333,10.22965,0.22573,0.9593355,-0.6190421542100416,0,0,0,1,0,0,0,0,23.456,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,100.197,1,1,1,1,2,1,1,2,2,2,2,3,3,45.781,2,2,4,19.502,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,50.346
tmm6coys6dyyzbvl87at5f2z,6,2,1,9,8,3,3,0.5444444444444444,46.0,1.0,0.9090909090909092,0.2533333333333333,10.7889,0.790197,0.9846305,-0.1095506464712767,0,0,0,0,1,0,0,0,35.563,0,0,1,0,0,1,1,1,1,0,1,0,2,0,0,97.027,2,3,2,2,1,1,1,1,1,1,1,1,3,56.405,1,1,1,14.006,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,44.865
toz6nvp14zs7mfg4bwsaebd6,0,0,5,10,19,0,1,0.4777777777777778,38.0,0.8157894736842105,0.9215686274509804,0.2933333333333333,7.996625,0.124061,0.973039,-0.7738383009752986,1,0,1,1,1,0,1,0,37.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.61,2,2,2,4,2,4,2,1,4,1,1,4,3,58.187,1,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55.234
tsid1av4r8o3dobjmikdnw6x,0,7,8,4,26,8,9,0.5777777777777777,48.0,0.8936170212765957,0.7142857142857143,0.28,3.205755,0.791201,0.846266,-0.0336281586132727,2,1,1,2,0,1,1,0,25.419,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,63.075,1,1,1,1,3,2,2,4,4,3,4,4,3,39.744,3,3,3,6.89,1,1,1,0,0,0,2,0,1,0,0,0,2,0,3,46.582
tw1nzqjjixjzlwy9kc1t7qdu,4,5,4,9,28,19,6,0.6333333333333333,51.0,0.96,0.6666666666666667,0.2533333333333333,3.864725,0.845951,0.7869875,0.0361088307979755,1,1,0,1,0,1,0,0,18.577,0,0,2,1,0,0,0,0,2,1,1,1,1,0,0,61.838,2,1,3,3,3,4,2,4,4,4,4,3,3,52.473,2,2,2,10.211,1,1,1,1,1,2,2,0,1,1,1,2,3,2,3,43.765
u3985tl25civw7cwkponfq3v,0,0,0,10,18,14,0,0.6888888888888889,55.0,1.0,0.6571428571428571,0.1733333333333333,5.82496,0.936765,0.7204305,0.1305425340582931,0,0,0,0,0,0,0,0,20.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.094,2,2,3,3,3,3,2,2,2,2,2,2,2,20.892,0,0,0,3.836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,22.161
u4hewdfbi95vkie80f4arixr,3,18,12,8,25,15,6,0.6111111111111112,50.0,1.0,0.5,0.28,11.10685,0.680936,0.93524,-0.1573491995921236,2,3,3,2,0,2,0,3,69.676,0,2,0,1,3,0,0,0,3,3,2,3,2,2,0,131.921,2,3,2,1,3,3,4,3,3,3,3,3,3,60.772,1,2,3,13.852,1,1,2,1,2,1,2,1,1,0,2,0,0,1,3,61.743
u4llbg249clqj7gecwc19dj2,10,12,13,8,21,17,8,0.4444444444444444,31.0,0.7096774193548387,0.6379310344827587,0.2533333333333333,4.589345,0.166424,0.9448625,-0.7004840785881948,3,0,2,2,2,2,2,3,9.19,1,1,2,1,2,1,2,1,3,1,1,2,2,2,3,17.988,2,2,3,1,2,2,1,3,3,4,3,3,3,17.455,3,3,2,3.185,1,1,1,1,2,1,1,2,2,1,1,0,1,2,1,12.476
u5gp53g7omv2ivz6ce9napx8,0,0,0,8,20,14,5,0.5333333333333333,54.0,0.9433962264150944,0.8333333333333334,0.3333333333333333,4.311109999999999,0.4870005,0.9268545,-0.311102623677817,0,0,0,0,0,0,0,0,86.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.189,3,2,1,2,2,2,2,2,3,3,3,3,3,78.249,1,2,2,34.639,1,1,1,2,1,1,1,1,0,1,0,1,1,2,3,84.403
u8ugvmr32frcnzlceuo67kt0,9,5,3,7,14,13,2,0.6666666666666666,58.0,0.9824561403508772,0.8125,0.2,4.565245,0.718116,0.978733,-0.1535887990033291,1,0,1,0,0,0,1,0,91.05,1,1,2,1,1,1,1,2,1,1,0,1,1,0,0,313.398,1,2,2,2,1,1,2,2,2,2,2,2,2,160.887,1,0,1,43.972,1,0,1,0,1,1,1,1,2,1,1,1,1,1,2,117.338
uabqljbqhtguwieaax9i9jbi,1,0,0,8,15,1,0,0.5444444444444444,48.0,0.9166666666666666,0.7804878048780488,0.24,3.687725,0.6129975,0.9441975,-0.2126901255141456,0,0,0,0,0,0,0,0,18.955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.913,2,2,2,2,2,1,2,2,2,2,2,2,3,80.571,0,0,0,12.455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,79.883
ucftdalpyct4hvytx6pvkp3n,12,21,13,5,12,8,12,0.5444444444444444,51.0,0.9019607843137256,0.8157894736842105,0.3466666666666667,4.30215,0.476916,0.8774255,-0.2957226814654944,2,2,2,2,2,3,0,0,25.374,2,3,3,2,3,3,0,1,3,3,3,3,1,3,0,218.331,1,2,1,1,1,1,1,1,2,3,1,2,3,67.497,4,4,4,17.793,0,2,0,1,0,1,2,0,0,0,1,0,1,0,0,69.106
ufzhw64z1nwocsg8k80i3y5r,14,0,0,13,8,0,1,0.5555555555555556,50.0,0.82,0.9230769230769232,0.1866666666666666,2.9413850000000004,0.740954,0.908228,-0.1014284657484741,0,0,0,0,0,0,0,0,11.558,2,0,3,0,0,2,3,3,0,0,0,0,1,0,0,50.345,4,4,2,3,1,1,1,1,1,1,1,1,3,41.017,0,0,1,7.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22.613
ulg8tc0zx06x1i6z1sgm5t4z,3,6,6,6,18,8,10,0.5888888888888889,42.0,1.0,0.5833333333333333,0.24,13.51915,0.5305145,0.788332,-0.1954871169616782,1,1,2,0,0,2,0,0,42.335,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,137.861,2,1,2,1,2,2,1,1,3,3,3,3,3,71.752,4,3,3,10.232,1,0,1,0,1,0,1,1,0,0,1,0,1,1,3,69.795
us4jynu3a76tfb7zh5erygr0,12,10,10,8,13,10,5,0.4,38.0,0.2631578947368421,0.9803921568627452,0.2933333333333333,3.339705,0.04003285,0.607996,-0.8764473217511843,1,2,2,1,1,2,1,1,28.624,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,35.85,2,2,2,2,1,1,2,2,2,2,2,1,3,30.208,1,2,2,15.073,1,1,0,0,1,0,1,1,1,0,1,1,1,1,3,34.082
usdq8rqhfvf4hnru7h6e1v0e,4,1,3,11,19,6,3,0.5777777777777777,48.0,0.8125,0.8780487804878049,0.2666666666666666,4.51971,0.559326,0.8181155,-0.1878769443203214,1,1,0,1,0,0,0,0,16.309,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,86.285,3,3,2,3,2,2,2,2,4,2,1,4,3,66.791,2,1,0,8.238,0,0,0,0,0,1,1,1,0,0,1,1,0,1,3,52.326
uuh7v8p7kao4kesi6uu6tvw9,3,4,3,10,16,10,1,0.3666666666666666,36.0,1.0,0.3018867924528302,0.3866666666666666,5.246605000000001,0.6541035,0.604035,0.0397956981683653,1,0,0,0,1,1,0,0,39.898,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,106.774,2,3,3,2,2,1,2,2,2,3,2,2,3,55.83,1,0,0,12.581,1,0,0,0,1,0,1,1,1,1,1,0,1,2,3,60.205
uukqsvy7zzeqfqovqzd1pa64,5,5,3,4,13,0,2,0.6333333333333333,47.0,0.9574468085106383,1.0,0.2,7.53505,0.399548,0.967672,-0.4155322479191352,1,0,0,0,0,1,1,0,33.588,1,0,2,1,1,0,0,1,1,1,1,1,0,0,0,82.397,1,1,1,1,1,1,1,2,1,2,2,3,3,36.304,1,1,0,11.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26.955
uy4dfkzf724ww53jtl7euz3e,8,8,7,4,14,6,7,0.4555555555555555,38.0,0.7368421052631579,0.7254901960784313,0.3066666666666666,11.8911,0.0508322,0.794805,-0.8797777581213315,1,1,2,1,0,2,0,0,34.596,1,1,1,1,2,1,1,1,1,2,1,1,2,0,0,110.326,1,1,1,1,2,2,1,2,2,2,1,2,3,67.695,2,3,2,9.051,1,0,1,0,0,0,1,1,0,0,1,0,0,1,3,58.897
v2h8o96cg4bhv88n2a134lzf,0,0,0,7,16,9,2,0.6222222222222222,50.0,1.0,0.4,0.1733333333333333,11.94495,0.875769,0.803113,0.0432764184737224,0,0,0,0,0,0,0,0,48.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.109,2,2,2,1,2,1,2,2,2,2,2,3,3,59.645,1,1,0,28.007,1,1,1,0,1,0,0,1,1,1,1,0,1,0,3,56.513
v9ausuant19jns40jd4luox9,4,0,0,9,18,1,5,0.5888888888888889,50.0,0.7346938775510204,0.85,0.2133333333333333,2.191845,0.724291,0.9075705,-0.112313146673293,0,0,0,0,0,0,0,0,70.966,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,204.474,3,2,2,2,1,1,2,2,3,3,3,3,3,91.405,2,2,1,21.647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,70.035
vagifv6u15xfnf6u3kh9vq6r,2,0,1,10,18,17,2,0.5555555555555556,46.0,0.9782608695652174,0.6976744186046512,0.3066666666666666,3.967125,0.885713,0.9393725,-0.0294010883325739,0,0,0,0,0,1,0,0,55.003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138.719,2,3,3,2,2,2,1,2,3,3,2,3,3,76.893,1,1,0,144.404,0,1,1,1,1,2,1,2,1,1,1,1,2,2,3,115.046
vh8uyrnltv4hh60dzg5r3n1i,4,0,0,8,15,0,0,0.3777777777777777,44.0,1.0,0.217391304347826,0.32,5.931505,0.965518,0.470556,0.3446632972952647,0,0,0,0,0,0,0,0,11.298,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,58.17,2,2,2,2,2,2,1,2,2,2,2,2,3,29.829,0,0,0,5.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36.064
vjt1f5j28jg0m1mme6atp0jt,1,2,1,6,16,7,6,0.3333333333333333,30.0,0.9655172413793104,0.0999999999999999,0.3333333333333333,12.8358,0.102201,0.02105335,0.6583755461774777,1,0,0,0,0,0,0,0,12.713,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,39.946,1,2,2,1,2,2,2,2,1,2,2,3,3,33.978,2,2,2,6.701,1,1,0,1,0,0,1,0,1,1,0,0,1,0,3,30.869
w1qbxw4ltfgr7ddtsf930nhc,0,1,0,13,20,0,0,0.7888888888888889,79.0,0.6538461538461539,0.6363636363636364,0.1066666666666666,3.08322,0.7800199999999999,0.8097705,-0.0187134719952094,0,0,0,0,0,0,0,0,31.776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64.998,3,4,3,3,2,2,2,2,3,3,3,3,3,36.533,0,0,0,7.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.624
w2mr1qy43bjo0tukpzsj8bem,1,7,12,7,24,16,7,0.5666666666666667,46.0,0.8888888888888888,0.5227272727272727,0.2133333333333333,2.50076,0.7879985,0.6980695,0.0605147274552712,2,2,2,1,1,2,2,0,26.272,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,108.174,1,2,2,2,3,2,2,2,4,4,4,3,2,53.462,2,3,2,12.826,1,2,1,1,2,1,1,0,1,1,2,1,1,1,2,97.706
w4ascja5gszgs3ox6eh471me,15,16,15,4,14,7,9,0.5222222222222223,44.0,0.7906976744186046,0.9130434782608696,0.2533333333333333,2.82227,0.4092785,0.9099415,-0.3795144100301693,3,2,3,1,1,3,2,2,20.691,3,2,2,3,3,1,3,2,3,2,1,2,1,3,2,57.375,1,1,1,1,2,2,2,1,2,2,2,1,2,93.186,3,4,2,23.772,1,0,1,1,1,0,1,1,0,1,0,0,0,0,2,44.747
w8rp7rwwb638sy4r2hha3hud,0,0,2,8,10,14,0,0.6777777777777778,57.0,0.9824561403508772,0.5625,0.28,5.36786,0.9099135,0.9629285,-0.0283072464201464,1,0,0,1,0,0,0,0,29.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.617,2,2,2,2,1,1,1,1,2,1,1,2,3,86.278,0,0,0,10.343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,83.094
waigs5rf1gkl2y4f6yt2la5q,3,0,1,7,11,6,0,0.7,56.0,1.0,0.4411764705882353,0.2266666666666666,7.607979999999999,0.6384274999999999,0.521342,0.1009558364830252,0,0,0,0,0,1,0,0,25.706,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,104.445,1,2,3,1,1,1,1,1,2,1,2,2,3,49.042,0,0,0,6.883,0,0,0,0,0,1,1,0,1,0,1,1,1,0,3,56.394
wbmh5irelure1ly1hmnbdml3,2,5,8,7,16,14,6,0.6666666666666666,60.0,0.864406779661017,0.7,0.24,3.777015,0.445515,0.7653445000000001,-0.2641342781718275,2,2,2,1,0,1,0,0,34.885,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,140.447,2,2,2,1,1,1,1,2,2,3,3,3,3,51.048,2,2,2,7.757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,194.673
wdioev3k4jeqerrhvrwol0tb,12,18,11,11,14,5,1,0.5333333333333333,48.0,0.8723404255319149,0.8571428571428572,0.2666666666666666,3.47153,0.592511,0.917351,-0.2151454901176399,1,1,3,2,0,2,2,0,34.505,1,2,1,1,2,2,3,2,3,2,3,3,2,3,0,152.019,3,4,2,2,1,1,1,1,3,3,2,2,3,118.703,0,0,1,10.831,1,1,0,0,0,0,0,0,2,0,1,0,0,0,2,75.526
wdsdynq3ht0uipzelqp7g0xd,13,16,15,8,14,12,10,0.2555555555555555,31.0,0.3225806451612903,0.6206896551724138,0.4266666666666667,-1.77936,0.6625635,0.02270255,0.9337409171226272,2,3,2,2,3,2,1,2,77.78,2,2,2,1,3,1,3,2,2,2,2,2,2,3,2,36.596,3,1,2,2,2,2,1,2,2,2,2,1,1,56.841,3,3,4,16.645,1,0,0,2,1,1,1,2,0,1,1,1,0,1,2,42.641
wff878hbkprp629llodp0m48,8,0,0,13,13,3,0,0.6111111111111112,44.0,0.8372093023255814,0.5652173913043479,0.2266666666666666,3.630415,0.4965755,0.6869700000000001,-0.1608679176254736,0,0,0,0,0,0,0,0,32.963,0,0,2,1,0,1,1,1,0,0,0,0,2,0,0,195.42,3,4,3,3,2,1,2,1,2,1,1,3,2,163.476,0,0,0,7.562,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,87.448
wjo05xz5faw7ef8m6bu18ev5,2,0,2,11,19,10,2,0.6888888888888889,58.0,1.0,0.935483870967742,0.16,10.5791,0.7727655,0.9901625,-0.1233158699617908,0,0,1,0,0,1,0,0,26.728,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,141.585,3,2,2,4,2,2,2,2,3,3,2,3,3,50.779,1,0,1,10.047,1,0,0,0,1,1,1,1,1,1,1,0,1,1,2,46.747
wlj16w5ezr0c3vxwa8kpkei4,8,7,7,7,12,10,7,0.5222222222222223,41.0,0.975,0.4285714285714286,0.2266666666666666,4.77489,0.8557135,0.9579,-0.0563441438873276,1,1,1,1,1,2,0,0,21.641,0,1,2,2,1,1,1,1,1,1,1,1,1,1,0,101.907,1,2,3,1,2,1,1,2,1,2,1,2,3,52.629,2,3,2,8.292,0,1,1,0,0,2,1,0,1,0,2,1,1,0,3,45.654
wqv0k771mdewidtut1vlckwa,1,7,7,5,10,4,5,0.6,53.0,0.8653846153846154,0.6486486486486487,0.1733333333333333,2.934525,0.916613,0.918343,-0.0009428018982471,1,1,1,2,0,2,0,0,30.853,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,151.82,2,1,1,1,1,1,1,1,2,1,1,2,2,68.016,1,2,2,12.32,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,54.609
wxiwvk4ltgldotcyc6r0r4u2,2,11,5,4,20,10,8,0.6,48.0,0.9787234042553192,0.7380952380952381,0.24,8.478425000000001,0.5349029999999999,0.9803795,-0.293989074644497,1,0,1,1,0,1,1,0,26.063,0,1,1,0,3,0,0,1,1,2,3,1,0,0,0,129.856,1,1,1,1,2,2,2,2,3,3,2,4,3,67.544,3,3,2,13.441,1,1,1,0,1,0,2,1,1,0,0,0,1,1,3,62.978
x0141yy1fat9j4de4yerqoeh,1,10,6,6,17,2,6,0.6222222222222222,45.0,0.9318181818181818,0.6444444444444444,0.1466666666666666,8.77095,0.23046,0.976635,-0.6181576429361401,1,1,1,1,1,1,0,0,28.498,0,1,1,0,1,0,0,0,2,2,1,2,0,1,0,82.136,2,2,1,1,1,2,2,2,3,2,1,4,3,58.49,2,2,2,9.14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,146.902
x0tr8sfr0g0hf2wcinx2sltl,2,6,0,5,13,9,4,0.5777777777777777,48.0,0.9574468085106383,0.8095238095238095,0.2266666666666666,3.7116,0.855558,0.9698625,-0.0626181748260195,0,0,0,0,0,0,0,0,25.348,0,0,0,0,2,0,1,1,1,1,1,1,0,0,0,99.099,1,1,2,1,2,1,1,2,2,2,1,2,3,55.504,1,2,1,13.034,0,1,0,1,0,0,1,1,1,1,0,1,1,1,2,57.026
x12oo9pn58e61fflukvug2mr,3,0,0,11,9,12,0,0.6777777777777778,55.0,1.0,0.2941176470588235,0.2933333333333333,10.1391,0.826198,0.9839475,-0.0871474143929313,0,0,0,0,0,0,0,0,8.445,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,38.487,3,2,3,3,1,1,1,1,1,1,1,2,3,23.703,0,0,0,169.507,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,30.379
x3lheipk8oq00fhkkfjrw6p1,2,1,5,8,11,9,2,0.6777777777777778,52.0,1.0,0.2368421052631578,0.24,10.10405,0.8791629999999999,0.5632755,0.2189954719040013,1,0,1,1,0,2,0,0,27.293,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,78.566,2,2,2,2,1,1,1,1,2,1,2,2,3,43.997,1,1,0,9.675,0,1,1,0,0,1,1,0,1,1,1,1,1,0,3,60.582
x9xony0cxtk8q4m0egvrv3p7,6,8,8,5,18,8,6,0.6111111111111112,53.0,0.8846153846153846,0.8648648648648649,0.2,3.658105,0.737783,0.9655715,-0.133729355809375,1,1,2,1,0,2,1,0,33.741,1,0,1,1,2,0,1,1,1,1,2,2,1,0,1,145.618,2,1,1,1,1,2,1,3,3,2,3,3,3,108.063,2,2,2,11.508,0,1,1,0,0,1,1,1,1,0,0,0,1,1,3,75.869
